Rang,Etablissement,Commune,Note,Filière,Texte
9,Lakanal,Sceaux,"17,3",ECG,"Cet établissement public a présenté 45 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 7
	- Essec : 7
	- ESCP : 6
	- Edhec : 6
	- EM Lyon : 5
	- Skema : 2
	- Audencia : 3
	- Neoma : 4
	- Grenoble EM : 2"
10,Hoche,Versailles,"16,9",ECG,"Cet établissement public a présenté 81 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 13
	- Essec : 7
	- ESCP : 17
	- Edhec : 10
	- EM Lyon : 5
	- Skema : 6
	- Audencia : 1
	- Neoma : 11
	- Grenoble EM : 1"
10,Notre-Dame de Sainte-Croix,Neuilly-sur-Seine,"16,9",ECG,"Cet établissement privé a présenté 67 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 8
	- Essec : 12
	- ESCP : 3
	- Edhec : 13
	- EM Lyon : 9
	- Skema : 5
	- Audencia : 3
	- Neoma : 5
	- ENS Paris-Saclay : 1"
12,La Prépa Autrement - Cours Schloesing,Paris 16e,"16,8",ECG,"Cet établissement privé hors contrat a présenté 77 candidats en ECG en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 13
	- ESCP : 12
	- Edhec : 13
	- EM Lyon : 15
	- Skema : 4
	- Audencia : 8
	- Neoma : 5
	- Grenoble EM : 1
	- Kedge : 1
	- TBS Education : 1"
13,Saint-Louis,Paris 6e,"16,7",ECG,"Cet établissement public a présenté 48 candidats en ECG en 2023. Leur moyenne au bac est estimée à 17,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 7
	- Essec : 11
	- ESCP : 4
	- Edhec : 4
	- EM Lyon : 5
	- Skema : 4
	- Neoma : 1
	- Grenoble EM : 2
	- Kedge : 1"
14,Janson de Sailly,Paris 16e,"16,6",ECG,"Cet établissement public a présenté 121 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 13
	- Essec : 15
	- ESCP : 17
	- Edhec : 13
	- EM Lyon : 20
	- Skema : 9
	- Audencia : 7
	- Neoma : 5
	- Grenoble EM : 2
	- Kedge : 1
	- TBS Education : 3
	- Burgundy SB : 1
	- Ensae : 1"
15,WeiD,Paris 6e,"16,4",ECG,"Cet établissement privé hors contrat a présenté 13 candidats en ECG en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 3
	- ESCP : 1
	- Edhec : 2
	- EM Lyon : 3
	- Audencia : 2
	- Kedge : 1"
16,Le Parc,Lyon 6e,"16,2",ECG,"Cet établissement public a présenté 88 candidats en ECG en 2023. Leur moyenne au bac est estimée à 17,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 8
	- Essec : 11
	- ESCP : 9
	- Edhec : 8
	- EM Lyon : 10
	- Skema : 12
	- Audencia : 3
	- Neoma : 3
	- Grenoble EM : 8
	- Kedge : 3
	- TBS Education : 1
	- ICN : 1
	- Ensae : 2"
16,Les Chartreux,Lyon 1er,"16,2",ECG,"Cet établissement privé a présenté 69 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 5
	- Essec : 8
	- ESCP : 8
	- Edhec : 8
	- EM Lyon : 9
	- Skema : 15
	- Audencia : 1
	- Neoma : 4
	- Grenoble EM : 3"
18,Ipesup - Prépacom,Paris 6e,"15,9",ECG,"Cet établissement privé hors contrat a présenté 100 candidats en ECG en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 5
	- Essec : 10
	- ESCP : 16
	- Edhec : 20
	- EM Lyon : 12
	- Skema : 11
	- Neoma : 3
	- Grenoble EM : 1"
19,Saint-Michel de Picpus,Paris 12e,"15,8",ECG,"Cet établissement privé a présenté 102 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 4
	- Essec : 10
	- ESCP : 10
	- Edhec : 19
	- EM Lyon : 10
	- Skema : 12
	- Audencia : 8
	- Neoma : 14
	- Grenoble EM : 1
	- Kedge : 2"
20,MyPrepa - Académie MP,Paris 15e,"15,6",ECG,"Cet établissement privé hors contrat a présenté 35 candidats en ECG en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 6
	- ESCP : 4
	- Edhec : 3
	- EM Lyon : 5
	- Skema : 4
	- Audencia : 3
	- Neoma : 3
	- Grenoble EM : 1
	- Montpellier BS : 1"
21,Saint-Jean,Douai,"15,5",ECG,"Cet établissement privé a présenté 267 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 6
	- Essec : 33
	- ESCP : 29
	- Edhec : 43
	- EM Lyon : 28
	- Skema : 21
	- Audencia : 21
	- Neoma : 8
	- Grenoble EM : 5
	- Kedge : 6
	- Rennes SB : 2
	- ICN : 3
	- Ensae : 4
	- ESM Saint-Cyr : 4"
21,Saint-Jean de Passy,Paris 16e,"15,5",ECG,"Cet établissement privé a présenté 68 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 5
	- Essec : 6
	- ESCP : 7
	- Edhec : 8
	- EM Lyon : 6
	- Skema : 13
	- Audencia : 3
	- Neoma : 1
	- Grenoble EM : 3
	- Kedge : 1"
21,Saint-Paul,Lille,"15,5",ECG,"Cet établissement privé a présenté 71 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 3
	- Essec : 8
	- ESCP : 4
	- Edhec : 14
	- EM Lyon : 8
	- Skema : 8
	- Audencia : 6
	- Neoma : 3
	- Kedge : 1
	- TBS Education : 2"
24,Notre-Dame des Minimes,Lyon 5e,"15,4",ECG,"Cet établissement privé a présenté 73 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- ESCP : 6
	- Edhec : 9
	- EM Lyon : 15
	- Skema : 16
	- Audencia : 11
	- Neoma : 6
	- Grenoble EM : 3
	- Kedge : 4
	- Montpellier BS : 1"
25,Ampère,Lyon 2e,"15,3",ECG,"Cet établissement public a présenté 112 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- Essec : 9
	- ESCP : 7
	- Edhec : 9
	- EM Lyon : 19
	- Skema : 13
	- Audencia : 9
	- Neoma : 17
	- Grenoble EM : 16
	- Kedge : 7
	- ENS Paris-Saclay : 1
	- Ensae : 1"
25,Champollion,Grenoble,"15,3",ECG,"Cet établissement public a présenté 70 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- Essec : 7
	- ESCP : 7
	- Edhec : 5
	- EM Lyon : 8
	- Skema : 10
	- Audencia : 7
	- Neoma : 7
	- Grenoble EM : 12
	- Kedge : 1"
25,René Cassin,Bayonne,"15,3",ECG,"Cet établissement public a présenté 42 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 2
	- ESCP : 2
	- Edhec : 6
	- EM Lyon : 7
	- Skema : 2
	- Audencia : 13
	- Neoma : 6
	- Grenoble EM : 2
	- Kedge : 2"
28,Chateaubriand,Rennes,"15,1",ECG,"Cet établissement public a présenté 90 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 3
	- Essec : 2
	- ESCP : 7
	- Edhec : 12
	- EM Lyon : 13
	- Skema : 17
	- Audencia : 12
	- Neoma : 4
	- Grenoble EM : 6
	- Kedge : 1
	- TBS Education : 1
	- Rennes SB : 1"
28,Pierre de Fermat,Toulouse,"15,1",ECG,"Cet établissement public a présenté 69 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- ESCP : 6
	- Edhec : 8
	- EM Lyon : 9
	- Skema : 14
	- Audencia : 7
	- Neoma : 9
	- Grenoble EM : 4
	- Kedge : 2
	- Montpellier BS : 1
	- ENS Paris-Saclay : 1"
30,Lavoisier,Paris 5e,15,ECG,"Cet établissement public a présenté 41 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 4
	- ESCP : 6
	- Edhec : 4
	- EM Lyon : 5
	- Skema : 3
	- Audencia : 2
	- Neoma : 3
	- Grenoble EM : 4
	- Kedge : 2
	- ICN : 1"
31,Joffre,Montpellier,"14,8",ECG,"Cet établissement public a présenté 44 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 3
	- ESCP : 1
	- Edhec : 3
	- EM Lyon : 4
	- Skema : 9
	- Audencia : 5
	- Neoma : 6
	- Grenoble EM : 1
	- Kedge : 3"
31,Michelet,Vanves,"14,8",ECG,"Cet établissement public a présenté 43 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 3
	- ESCP : 2
	- Edhec : 5
	- EM Lyon : 6
	- Skema : 4
	- Audencia : 3
	- Neoma : 7
	- Grenoble EM : 1"
31,Nelson Mandela,Nantes,"14,8",ECG,"Cet établissement public a présenté 45 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 2
	- ESCP : 3
	- Edhec : 3
	- EM Lyon : 4
	- Skema : 6
	- Audencia : 6
	- Neoma : 7
	- Grenoble EM : 2
	- Kedge : 4
	- ICN : 1"
34,Marcelin Berthelot,Saint-Maur-des-Fossés,"14,6",ECG,"Cet établissement public a présenté 75 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 3
	- Essec : 4
	- ESCP : 6
	- Edhec : 4
	- EM Lyon : 9
	- Skema : 8
	- Audencia : 7
	- Neoma : 7
	- Grenoble EM : 4
	- Kedge : 3
	- Ensae : 2"
34,Montaigne,Paris 6e,"14,6",ECG,"Cet établissement public a présenté 83 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 4
	- ESCP : 6
	- Edhec : 11
	- EM Lyon : 4
	- Skema : 8
	- Audencia : 12
	- Neoma : 7
	- Grenoble EM : 6
	- Kedge : 6
	- TBS Education : 6
	- Rennes SB : 1
	- Inseec : 1
	- Ensae : 1"
34,Saint-Just,Lyon 5e,"14,6",ECG,"Cet établissement public a présenté 69 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- Essec : 1
	- ESCP : 5
	- Edhec : 7
	- EM Lyon : 5
	- Skema : 8
	- Audencia : 11
	- Neoma : 9
	- Grenoble EM : 11
	- Kedge : 4
	- TBS Education : 1
	- Montpellier BS : 1
	- Burgundy SB : 1"
37,Ozenne,Toulouse,"14,4",ECG,"Cet établissement public a présenté 77 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 4
	- ESCP : 2
	- Edhec : 8
	- EM Lyon : 4
	- Skema : 6
	- Audencia : 6
	- Neoma : 13
	- Grenoble EM : 4
	- Kedge : 11
	- TBS Education : 4
	- Rennes SB : 3
	- Montpellier BS : 1
	- EM Normandie : 1
	- Ensae : 1
	- ESM Saint-Cyr : 1"
37,Saint-Vincent Providence,Rennes,"14,4",ECG,"Cet établissement privé a présenté 84 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 2
	- ESCP : 3
	- Edhec : 4
	- EM Lyon : 13
	- Skema : 4
	- Audencia : 22
	- Neoma : 8
	- Grenoble EM : 9
	- Kedge : 5
	- TBS Education : 1
	- Rennes SB : 1"
39,Montaigne,Bordeaux,"14,3",ECG,"Cet établissement public a présenté 127 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 3
	- Essec : 4
	- ESCP : 6
	- Edhec : 12
	- EM Lyon : 9
	- Skema : 10
	- Audencia : 17
	- Neoma : 16
	- Grenoble EM : 6
	- Kedge : 18
	- TBS Education : 12"
40,Intégrale,Paris 8e,"14,1",ECG,"Cet établissement privé hors contrat a présenté 147 candidats en ECG en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 4
	- Essec : 8
	- ESCP : 11
	- Edhec : 12
	- EM Lyon : 14
	- Skema : 19
	- Audencia : 10
	- Neoma : 13
	- Grenoble EM : 4
	- Kedge : 4
	- Rennes SB : 1
	- ICN : 1"
40,Kléber,Strasbourg,"14,1",ECG,"Cet établissement public a présenté 116 candidats en ECG en 2023. Leur moyenne au bac est estimée à 16 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 5
	- ESCP : 5
	- Edhec : 7
	- EM Lyon : 7
	- Skema : 12
	- Audencia : 13
	- Neoma : 23
	- Grenoble EM : 10
	- Kedge : 19
	- TBS Education : 1
	- Rennes SB : 1
	- Ensae : 1"
42,Claude Bernard,Paris 16e,"13,9",ECG,"Cet établissement public a présenté 33 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 1
	- ESCP : 1
	- Edhec : 2
	- EM Lyon : 1
	- Skema : 4
	- Audencia : 1
	- Neoma : 4
	- Grenoble EM : 5
	- Kedge : 1
	- TBS Education : 2
	- Rennes SB : 2
	- Montpellier BS : 1"
42,Clemenceau,Nantes,"13,9",ECG,"Cet établissement public a présenté 41 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESCP : 1
	- EM Lyon : 2
	- Skema : 8
	- Audencia : 10
	- Neoma : 9
	- Grenoble EM : 4
	- Kedge : 2
	- TBS Education : 2
	- Rennes SB : 1
	- Burgundy SB : 1"
42,La Bruyère,Versailles,"13,9",ECG,"Cet établissement public a présenté 38 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 2
	- ESCP : 1
	- Edhec : 4
	- EM Lyon : 6
	- Skema : 2
	- Audencia : 4
	- Neoma : 4
	- Grenoble EM : 2
	- Kedge : 2
	- ICN : 1"
42,Lycée international de Valbonne,Sophia Antipolis,"13,9",ECG,"Cet établissement public a présenté 25 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESCP : 1
	- Edhec : 2
	- EM Lyon : 2
	- Skema : 5
	- Audencia : 2
	- Neoma : 5
	- Grenoble EM : 1
	- Kedge : 2
	- TBS Education : 1
	- IMT BS : 1"
46,Blaise Pascal,Clermont-Ferrand,"13,7",ECG,"Cet établissement public a présenté 53 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 1
	- ESCP : 3
	- Edhec : 1
	- EM Lyon : 3
	- Audencia : 7
	- Neoma : 15
	- Grenoble EM : 8
	- Kedge : 8
	- TBS Education : 3
	- Montpellier BS : 1"
46,Masséna,Nice,"13,7",ECG,"Cet établissement public a présenté 74 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- Essec : 1
	- ESCP : 2
	- Edhec : 6
	- EM Lyon : 8
	- Skema : 8
	- Audencia : 13
	- Neoma : 2
	- Grenoble EM : 6
	- Kedge : 5
	- TBS Education : 2
	- Rennes SB : 2
	- Montpellier BS : 2"
46,Thiers,Marseille 1er,"13,7",ECG,"Cet établissement public a présenté 46 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 1
	- ESCP : 3
	- Edhec : 2
	- EM Lyon : 1
	- Skema : 7
	- Audencia : 2
	- Neoma : 5
	- Grenoble EM : 9
	- Kedge : 9
	- Montpellier BS : 2"
49,Carnot,Paris 17e,"13,6",ECG,"Cet établissement public a présenté 163 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 2
	- Essec : 3
	- ESCP : 7
	- Edhec : 17
	- EM Lyon : 13
	- Skema : 12
	- Audencia : 13
	- Neoma : 16
	- Grenoble EM : 12
	- Kedge : 15
	- TBS Education : 4
	- Rennes SB : 5
	- IMT BS : 1
	- ICN : 4
	- EM Strasbourg : 1
	- ENS Paris-Saclay : 1"
50,Claude Fauriel,Saint-Etienne,"13,4",ECG,"Cet établissement public a présenté 45 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 4
	- EM Lyon : 1
	- Skema : 4
	- Audencia : 2
	- Neoma : 13
	- Grenoble EM : 9
	- Kedge : 4
	- TBS Education : 2
	- Burgundy SB : 1"
50,Gabriel Touchard - Washington,Le Mans,"13,4",ECG,"Cet établissement public a présenté 19 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 2
	- EM Lyon : 1
	- Audencia : 4
	- Neoma : 3
	- Grenoble EM : 2
	- Kedge : 1
	- TBS Education : 1
	- Rennes SB : 4"
50,Notre-Dame de la Merci,Montpellier,"13,4",ECG,"Cet établissement privé a présenté 21 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,8 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 2
	- EM Lyon : 2
	- Skema : 1
	- Audencia : 2
	- Neoma : 1
	- Grenoble EM : 5
	- Kedge : 3
	- TBS Education : 2
	- Montpellier BS : 1"
53,Berthollet,Annecy,"13,3",ECG,"Cet établissement public a présenté 65 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- Essec : 1
	- ESCP : 1
	- Edhec : 5
	- EM Lyon : 4
	- Skema : 7
	- Audencia : 2
	- Neoma : 6
	- Grenoble EM : 8
	- Kedge : 8
	- TBS Education : 4
	- Rennes SB : 1
	- Montpellier BS : 3
	- ICN : 1"
53,Claude Monet,Paris 13e,"13,3",ECG,"Cet établissement public a présenté 42 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,4 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 2
	- EM Lyon : 7
	- Skema : 5
	- Audencia : 3
	- Neoma : 4
	- Grenoble EM : 6
	- Kedge : 4
	- Rennes SB : 1
	- ICN : 2
	- Inseec : 2"
53,Gustave Flaubert,Rouen,"13,3",ECG,"Cet établissement public a présenté 35 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- EM Lyon : 1
	- Skema : 1
	- Audencia : 9
	- Neoma : 10
	- Grenoble EM : 1
	- Kedge : 7
	- TBS Education : 2
	- Rennes SB : 2"
56,Chavagnes,Nantes,"13,2",ECG,"Cet établissement privé a présenté 18 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 1
	- EM Lyon : 2
	- Skema : 1
	- Audencia : 3
	- Neoma : 3
	- Grenoble EM : 1
	- Rennes SB : 5
	- Montpellier BS : 1"
56,Malherbe,Caen,"13,2",ECG,"Cet établissement public a présenté 24 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,5 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESCP : 1
	- Edhec : 2
	- Skema : 1
	- Audencia : 5
	- Neoma : 2
	- Grenoble EM : 1
	- Kedge : 2
	- TBS Education : 2
	- Rennes SB : 6
	- Burgundy SB : 1
	- EM Strasbourg : 1"
56,Prépa Commercia - JA Formation,Paris 16e,"13,2",ECG,"Cet établissement privé hors contrat a présenté 79 candidats en ECG en 2023.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 3
	- ESCP : 4
	- Edhec : 5
	- EM Lyon : 8
	- Skema : 2
	- Audencia : 9
	- Neoma : 5
	- Grenoble EM : 7
	- Kedge : 4
	- TBS Education : 1
	- Rennes SB : 2
	- ICN : 1"
56,Stanislas,Cannes,"13,2",ECG,"Cet établissement privé a présenté 37 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,7 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESCP : 1
	- Edhec : 2
	- EM Lyon : 3
	- Skema : 6
	- Neoma : 1
	- Grenoble EM : 11
	- Kedge : 3
	- TBS Education : 1
	- Rennes SB : 1
	- Montpellier BS : 1"
60,Georges de la Tour,Metz,13,ECG,"Cet établissement public a présenté 29 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,1 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESCP : 1
	- Edhec : 3
	- EM Lyon : 1
	- Skema : 1
	- Neoma : 6
	- Kedge : 6
	- TBS Education : 2
	- Rennes SB : 3
	- Montpellier BS : 1
	- Burgundy SB : 2
	- ICN : 1"
60,Henri Moissan,Meaux,13,ECG,"Cet établissement public a présenté 23 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,2 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 2
	- EM Lyon : 2
	- Skema : 3
	- Neoma : 2
	- Grenoble EM : 3
	- Kedge : 3
	- TBS Education : 1
	- Montpellier BS : 1
	- Burgundy SB : 1
	- ICN : 1"
60,Louis Barthou,Pau,13,ECG,"Cet établissement public a présenté 20 candidats en ECG en 2023. Leur moyenne au bac est estimée à 12,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Edhec : 1
	- EM Lyon : 1
	- Audencia : 2
	- Neoma : 3
	- Grenoble EM : 4
	- Kedge : 4
	- TBS Education : 1
	- Rennes SB : 2
	- Burgundy SB : 1
	- Excelia : 1"
60,Paul Cézanne,Aix-en-Provence,13,ECG,"Cet établissement public a présenté 42 candidats en ECG en 2023. Leur moyenne au bac est estimée à 14,3 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- ESCP : 1
	- Edhec : 2
	- EM Lyon : 2
	- Skema : 3
	- Audencia : 2
	- Neoma : 4
	- Grenoble EM : 9
	- Kedge : 5
	- TBS Education : 5
	- Rennes SB : 3
	- ESC Clermont : 1"
60,Saint-Joseph du Loquidy,Nantes,13,ECG,"Cet établissement privé a présenté 49 candidats en ECG en 2023. Leur moyenne au bac est estimée à 13,9 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- Essec : 1
	- EM Lyon : 5
	- Skema : 3
	- Audencia : 6
	- Neoma : 10
	- Grenoble EM : 4
	- Kedge : 2
	- TBS Education : 5
	- Rennes SB : 3
	- Montpellier BS : 1
	- Excelia : 1"
65,Henri Poincaré,Nancy,"12,9",ECG,"Cet établissement public a présenté 62 candidats en ECG en 2023. Leur moyenne au bac est estimée à 15,6 sur 20.

Nombre d'intégrés dans les meilleures écoles :
	- HEC : 1
	- ESCP : 1
	- Edhec : 1
	- EM Lyon : 3
	- Skema : 3
	- Audencia : 6
	- Neoma : 12
	- Grenoble EM : 6
	- Kedge : 7
	- TBS Education : 4
	- Rennes SB : 1
	- Montpellier BS : 2
	- ICN : 3"
