Rang,Etablissement,Commune,Note,Filière,Texte
47,Berthollet,Annecy,"10,8",PC,"{'Centrale Nantes': 2, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Chimie ParisTech': 1, 'Enac': 1, 'Phelma': 3, 'Télécom SudParis': 1, 'Centrale Méditerranée': 3, ""Ecole de l'Air et de l'Espace"": 1}"
47,Claude Fauriel,Saint-Etienne,"10,8",PC,"{'Isae-Supaero': 1, 'IMT Atlantique': 2, 'Phelma': 2, 'Arts et Métiers': 1, 'ESTP': 4, 'Ensta Bretagne': 1}"
47,Lapérouse,Albi,"10,8",PC,{'ESTP': 3}
47,Victor Hugo,Caen,"10,8",PC,"{'ENS de Lyon': 1, 'CentraleSupélec': 2, 'Centrale Nantes': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Phelma': 1, ""Ecole de l'Air et de l'Espace"": 2}"
51,Albert Châtelet,Douai,"10,7",PC,"{'ENS Paris-Saclay': 1, 'Enac': 1, 'Phelma': 1, 'ESM Saint-Cyr': 1}"
51,Camille Guérin,Poitiers,"10,7",PC,"{'Enseeiht': 1, 'Télécom SudParis': 3}"
51,Carnot,Paris 17e,"10,7",PC,"{'Phelma': 1, 'Arts et Métiers': 2, 'ESTP': 3}"
51,Condorcet,Paris 9e,"10,7",PC,"{'IMT Atlantique': 2, 'Ensimag': 1, 'Phelma': 1, 'Enseeiht': 1}"
51,Franklin Roosevelt,Reims,"10,7",PC,"{'ENS Ulm': 1, 'ENS de Lyon': 1, 'Centrale Nantes': 1, 'Phelma': 1, 'Télécom SudParis': 1}"
51,René Cassin,Bayonne,"10,7",PC,"{'Phelma': 2, 'Enseeiht': 1, 'ESTP': 2, ""Ecole de l'Air et de l'Espace"": 1}"
57,Camille Vernet,Valence,"10,6",PC,"{""Ecole de l'Air et de l'Espace"": 2}"
57,Déodat de Séverac,Toulouse,"10,6",PC,"{'Isae-Supaero': 1, 'Phelma': 1, 'Enseeiht': 1, 'Centrale Méditerranée': 3}"
59,Dumont d'Urville,Toulon,"10,5",PC,"{'Centrale Nantes': 1, 'Phelma': 1, 'ESTP': 1}"
59,Fabert,Metz,"10,5",PC,"{'ENS de Lyon': 1, 'Enac': 1, 'ESTP': 2}"
59,François 1er,Le Havre,"10,5",PC,"{'Phelma': 1, 'ESTP': 1}"
59,Jacques Amyot,Melun,"10,5",PC,"{'Ecole centrale de Lille': 1, 'Télécom SudParis': 1, 'ESTP': 1}"
59,Jeanne d'Albret,Saint-Germain-en-Laye,"10,5",PC,"{'IMT Atlantique': 1, 'Phelma': 1}"
59,Lavoisier,Paris 5e,"10,5",PC,"{'Enac': 1, 'ESTP': 3, 'Ensta Bretagne': 1}"
59,Saint-Joseph,Avignon,"10,5",PC,"{'ESTP': 2, ""Ecole de l'Air et de l'Espace"": 1}"
66,Camille Jullian,Bordeaux,"10,4",PC,"{'Centrale Nantes': 1, 'Enac': 2}"
66,Edmond Perrier,Tulle,"10,4",PC,{'ESTP': 2}
66,François 1er,Fontainebleau,"10,4",PC,"{'Chimie ParisTech': 1, 'Ensta Bretagne': 1}"
66,Gay-Lussac,Limoges,"10,4",PC,"{'ESTP': 1, ""Ecole de l'Air et de l'Espace"": 1}"
66,Jean Perrin,Lyon 9e,"10,4",PC,"{'ESTP': 1, 'Centrale Méditerranée': 1}"
66,Montesquieu,Le Mans,"10,4",PC,"{'Phelma': 1, 'ESTP': 1, 'Centrale Méditerranée': 1}"
66,Pothier,Orléans,"10,4",PC,"{'ENS Ulm': 1, 'Télécom SudParis': 1}"
66,Sainte-Anne,Brest,"10,4",PC,{'ESTP': 1}
74,Gustave Monod,Enghien-les-Bains,"10,3",PC,{'ESM Saint-Cyr': 1}
74,Jean-Baptiste Corot,Savigny-sur-Orge,"10,3",PC,"{'Chimie ParisTech': 1, 'ESTP': 1}"
74,Leconte de Lisle,Saint-Denis,"10,3",PC,{'Mines Saint-Etienne (via concours Mines-Ponts)': 1}
74,Pierre d'Ailly,Compiègne,"10,3",PC,"{'Ecole centrale de Lille': 1, 'Centrale Méditerranée': 1}"
74,Pierre-Gilles de Gennes,Paris 13e,"10,3",PC,"{'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Télécom SudParis': 1}"
74,Victor Hugo,Besançon,"10,3",PC,{'Isae-Supaero': 2}
80,Assomption,Retiers,"10,2",PC,{'Centrale Méditerranée': 1}
80,Assomption Bellevue,La Mulatière,"10,2",PC,{'Phelma': 1}
80,Auguste Brizeux,Quimper,"10,2",PC,{'Ecole Navale': 1}
80,Dupuy de Lôme,Lorient,"10,2",PC,{'Enac': 1}
80,Lalande,Bourg-en-Bresse,"10,2",PC,{'Phelma': 1}
80,Lycée international de Valbonne,Sophia Antipolis,"10,2",PC,"{'Enseeiht': 1, 'ESTP': 1}"
80,Marceau,Chartres,"10,2",PC,{'Enac': 1}
87,Alphonse Daudet,Nîmes,"10,1",PC,{'ESTP': 1}
87,Louis Barthou,Pau,"10,1",PC,{'Enseeiht': 1}
87,Louis Thuillier,Amiens,"10,1",PC,{'Centrale Nantes': 1}
90,Albert Schweitzer,Mulhouse,10,PC,{}
90,Aristide Briand,Evreux,10,PC,{}
90,Aristide Briand,Saint-Nazaire,10,PC,{}
90,Baimbridge,Les Abymes,10,PC,{}
90,Bellevue,Fort-de-France,10,PC,{}
90,Bertran de Born,Périgueux,10,PC,{}
90,Chrestien de Troyes,Troyes,10,PC,{}
90,François Arago,Perpignan,10,PC,{}
90,Henri Bergson,Angers,10,PC,{}
90,Honoré de Balzac,Paris 17e,10,PC,{}
90,Jean Bart,Dunkerque,10,PC,{}
90,L'Empéri,Salon-de-Provence,10,PC,{}
90,La Salle,Lille,10,PC,{}
90,Les Chartreux,Lyon 1er,10,PC,{}
90,Pierre de la Ramée,Saint-Quentin,10,PC,{}
90,Raoul Follereau,Belfort,10,PC,{}
90,Robespierre,Arras,10,PC,{}
90,Sainte-Marie,Caen,10,PC,{}
90,Théophile Gautier,Tarbes,10,PC,{}
90,Turgot,Paris 3e,10,PC,{}
1,Pierre de Fermat,Toulouse,20,PSI,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 8, 'Mines Paris': 1, 'CentraleSupélec': 14, 'Ponts ParisTech': 2, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 6, 'IMT Atlantique': 3, 'Arts et Métiers': 1}"
2,Sainte-Geneviève,Versailles,"18,7",PSI,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 4, 'Mines Paris': 7, 'CentraleSupélec': 6, 'Ponts ParisTech': 2, 'Télécom Paris': 2, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 4, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'Ecole Navale': 1}"
3,Stanislas,Paris 6e,"18,4",PSI,"{'ENS Paris-Saclay': 2, 'Ecole polytechnique': 14, 'Mines Paris': 3, 'CentraleSupélec': 26, 'Ponts ParisTech': 4, 'Télécom Paris': 3, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 2, 'Ensae': 2, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Arts et Métiers': 6, 'Ecole Navale': 2}"
4,Hoche,Versailles,"18,1",PSI,"{'ENS Paris-Saclay': 1, 'Ecole polytechnique': 6, 'Mines Paris': 1, 'CentraleSupélec': 9, 'Ponts ParisTech': 4, 'Télécom Paris': 1, 'Ensta Paris': 3, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 3, 'Mines Nancy': 1, 'Arts et Métiers': 2, 'Ecole Navale': 1}"
5,Aux Lazaristes,Lyon 5e,"17,8",PSI,"{'Ecole polytechnique': 9, 'Mines Paris': 1, 'CentraleSupélec': 7, 'Ponts ParisTech': 5, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Ecole Navale': 1}"
6,Louis Le Grand,Paris 5e,"17,3",PSI,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 2, 'Ecole polytechnique': 1, 'CentraleSupélec': 11, 'Ponts ParisTech': 4, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Chimie ParisTech': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 2, 'Centrale Méditerranée': 1}"
7,Lakanal,Sceaux,17,PSI,"{'ENS Paris-Saclay': 2, 'Ecole polytechnique': 2, 'CentraleSupélec': 8, 'Ponts ParisTech': 2, 'Télécom Paris': 2, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 1, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Ensimag': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 3, 'ESM Saint-Cyr': 1}"
8,Le Parc,Lyon 6e,"15,8",PSI,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 1, 'Ecole polytechnique': 2, 'Mines Paris': 1, 'CentraleSupélec': 9, 'Ponts ParisTech': 6, 'Télécom Paris': 1, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 4, 'Isae-Supaero': 4, 'Ensae': 3, 'ESPCI': 1, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 4, 'IMT Atlantique': 1, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Enac': 2, 'Phelma': 2, 'Arts et Métiers': 2, 'Ensta Bretagne': 3, 'Centrale Méditerranée': 4}"
9,Montaigne,Bordeaux,"15,4",PSI,"{'ENS Paris-Saclay': 1, 'Mines Paris': 6, 'CentraleSupélec': 6, 'Ponts ParisTech': 4, 'Télécom Paris': 1, 'Ensta Paris': 4, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 3, 'Ensae': 1, 'Centrale Nantes': 5, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 3, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Phelma': 2, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 3, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, 'Ecole Navale': 1}"
10,Condorcet,Paris 9e,"14,8",PSI,"{'ENS Paris-Saclay': 2, 'CentraleSupélec': 4, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 2, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 1, 'Arts et Métiers': 3, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1, ""Ecole de l'Air et de l'Espace"": 1}"
11,Blaise Pascal,Orsay,"14,7",PSI,"{'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Télécom Paris': 1, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 3, 'Centrale Nantes': 5, 'IMT Atlantique': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Ensimag': 1, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 8, 'Arts et Métiers': 2, 'ESTP': 5}"
12,Faidherbe,Lille,"14,5",PSI,"{'Ecole polytechnique': 1, 'CentraleSupélec': 4, 'Ensta Paris': 2, 'Isae-Supaero': 2, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 3, 'Mines Nancy': 3, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enseeiht': 1, 'Arts et Métiers': 3, 'Centrale Méditerranée': 4, 'Ecole Navale': 1}"
13,Pierre Corneille,Rouen,"14,4",PSI,"{'Ecole polytechnique': 1, 'Mines Paris': 2, 'CentraleSupélec': 2, 'Ponts ParisTech': 3, 'Ecole centrale de Lyon': 2, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 1, 'Phelma': 2, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 3, 'Ensta Bretagne': 1}"
13,Saint-Louis,Paris 6e,"14,4",PSI,"{'ENS Ulm': 1, 'ENS Paris-Saclay': 7, 'Ecole polytechnique': 3, 'Mines Paris': 5, 'CentraleSupélec': 19, 'Ponts ParisTech': 8, 'Télécom Paris': 3, 'Ensta Paris': 5, 'Ecole centrale de Lyon': 7, 'Isae-Supaero': 10, 'Ensae': 1, 'ESPCI': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 5, 'IMT Atlantique': 5, 'Mines Nancy': 7, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 4, 'Phelma': 3, 'Enseeiht': 1, 'Télécom SudParis': 6, 'Arts et Métiers': 12, 'ESTP': 6, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 4, 'Ecole Navale': 2}"
15,Chateaubriand,Rennes,"14,3",PSI,"{'Mines Paris': 1, 'CentraleSupélec': 5, 'Ponts ParisTech': 3, 'Télécom Paris': 3, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 3, 'Centrale Nantes': 8, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 5, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 3, 'Arts et Métiers': 5, 'Ensta Bretagne': 10, 'Centrale Méditerranée': 3, 'Ecole Navale': 1}"
15,Michelet,Vanves,"14,3",PSI,"{'ENS Paris-Saclay': 1, 'ENS Rennes': 1, 'Mines Paris': 1, 'CentraleSupélec': 2, 'Ensta Paris': 1, 'Isae-Supaero': 3, 'IMT Atlantique': 2, 'Mines Nancy': 2, 'Phelma': 4, 'Télécom SudParis': 1, 'Arts et Métiers': 6, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
17,Champollion,Grenoble,"14,1",PSI,"{'ENS Paris-Saclay': 6, 'Ecole polytechnique': 1, 'CentraleSupélec': 6, 'Ponts ParisTech': 2, 'Ensta Paris': 2, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 3, 'Ensae': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 4, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Phelma': 9, 'Enseeiht': 3, 'Arts et Métiers': 4, 'ESTP': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 3, 'Ecole Navale': 1, ""Ecole de l'Air et de l'Espace"": 1}"
18,Clemenceau,Nantes,"13,6",PSI,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 4, 'Ponts ParisTech': 3, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 7, 'Isae-Supaero': 2, 'Centrale Nantes': 4, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 8, 'Phelma': 1, 'Enseeiht': 7, 'Arts et Métiers': 4, 'Centrale Méditerranée': 5}"
18,Jean-Baptiste Say,Paris 16e,"13,6",PSI,"{'Mines Paris': 1, 'IMT Atlantique': 2, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 3, 'Télécom SudParis': 2, 'Arts et Métiers': 7, 'ESTP': 4}"
18,Marcelin Berthelot,Saint-Maur-des-Fossés,"13,6",PSI,"{'ENS Ulm': 2, 'Ecole polytechnique': 1, 'CentraleSupélec': 3, 'Ponts ParisTech': 4, 'Ensta Paris': 3, 'Isae-Supaero': 4, 'IMT Atlantique': 2, 'Mines Nancy': 2, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 2, 'Arts et Métiers': 8, 'ESTP': 2, 'Ensta Bretagne': 3, 'Centrale Méditerranée': 3}"
21,Janson de Sailly,Paris 16e,"13,5",PSI,"{'ENS Paris-Saclay': 1, 'ENS Rennes': 1, 'CentraleSupélec': 8, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 4, 'Isae-Supaero': 4, 'Centrale Nantes': 2, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 5, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 3, 'Enac': 1, 'Ensimag': 1, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 11, 'ESTP': 2, 'Ensta Bretagne': 1, 'ESM Saint-Cyr': 2}"
22,Fénelon Sainte-Marie,Paris 8e,"13,3",PSI,"{'Ponts ParisTech': 3, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'IMT Atlantique': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Arts et Métiers': 4, 'ESTP': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 1}"
23,Chaptal,Paris 8e,"13,2",PSI,"{'Ecole polytechnique': 1, 'CentraleSupélec': 5, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ensta Paris': 3, 'Ecole centrale de Lyon': 3, 'Centrale Nantes': 2, 'IMT Atlantique': 6, 'Mines Nancy': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 10, 'ESTP': 3, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 5, 'Ecole Navale': 1}"
23,Thiers,Marseille 1er,"13,2",PSI,"{'CentraleSupélec': 3, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 2, 'Centrale Nantes': 3, 'Ecole centrale de Lille': 1, 'Mines Nancy': 1, 'Enseeiht': 1, 'Arts et Métiers': 6, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
25,Bellevue,Toulouse,13,PSI,"{'Ecole polytechnique': 1, 'CentraleSupélec': 2, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 2, 'IMT Atlantique': 4, 'Mines Nancy': 1, 'Enac': 2, 'Enseeiht': 3, 'Arts et Métiers': 1, 'ESTP': 4}"
26,Carnot,Dijon,"12,7",PSI,"{'CentraleSupélec': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 2, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enseeiht': 1, 'Arts et Métiers': 3, 'ESTP': 1, 'Centrale Méditerranée': 1, 'Ecole Navale': 1}"
26,Henri Poincaré,Nancy,"12,7",PSI,"{'Télécom Paris': 1, 'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Mines Nancy': 2, 'Enseeiht': 3, 'Télécom SudParis': 1, 'Arts et Métiers': 3, 'ESTP': 3, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 1}"
26,Saliège,Balma,"12,7",PSI,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Isae-Supaero': 1, 'Enac': 2, 'Enseeiht': 4, 'Télécom SudParis': 1, 'Arts et Métiers': 3, ""Ecole de l'Air et de l'Espace"": 1}"
29,Descartes,Tours,"12,6",PSI,"{'ENS Paris-Saclay': 2, 'Mines Paris': 2, 'Ponts ParisTech': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 3, 'Ecole centrale de Lille': 1, 'IMT Atlantique': 5, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 4, 'ESTP': 2, 'Ensta Bretagne': 3, 'Centrale Méditerranée': 4, 'ESM Saint-Cyr': 1, 'Ecole Navale': 3}"
30,Joffre,Montpellier,"12,3",PSI,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 1, 'Ensta Paris': 1, 'Isae-Supaero': 1, 'ESPCI': 4, 'Ecole centrale de Lille': 2, 'IMT Atlantique': 2, 'Mines Nancy': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Phelma': 1, 'Enseeiht': 4, 'Télécom SudParis': 1, 'Arts et Métiers': 13, 'ESTP': 2, 'Centrale Méditerranée': 4}"
30,La Martinière Monplaisir,Lyon 8e,"12,3",PSI,"{'CentraleSupélec': 3, 'Ecole centrale de Lyon': 3, 'Isae-Supaero': 2, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Enac': 1, 'Phelma': 3, 'Enseeiht': 4, 'Arts et Métiers': 2, 'ESTP': 4, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 9, 'ESM Saint-Cyr': 1}"
30,Louis Pasteur,Neuilly-sur-Seine,"12,3",PSI,"{'Télécom Paris': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 3, 'Mines Nancy': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 4, 'ESTP': 2}"
33,Sainte-Marie,Antony,"12,2",PSI,"{'CentraleSupélec': 1, 'Ecole centrale de Lille': 2, 'Mines Nancy': 1, 'Enac': 2, 'Phelma': 1, 'Arts et Métiers': 3, 'ESTP': 6, 'Ensta Bretagne': 1, 'ESM Saint-Cyr': 2, 'Ecole Navale': 1}"
34,Berthollet,Annecy,12,PSI,"{'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 2, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Enac': 1, 'Phelma': 2, 'Télécom SudParis': 1, 'Arts et Métiers': 1, 'ESTP': 1, 'Ensta Bretagne': 1, 'Centrale Méditerranée': 1}"
34,Henri Wallon,Valenciennes,12,PSI,"{'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 1, 'Enac': 1, 'Enseeiht': 2, 'Arts et Métiers': 6, 'ESTP': 3, 'ESM Saint-Cyr': 1}"
36,Déodat de Séverac,Toulouse,"11,9",PSI,"{'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 3, 'IMT Atlantique': 2, 'Enac': 1, 'Phelma': 1, 'Enseeiht': 2, 'Arts et Métiers': 1, 'ESTP': 1, 'Centrale Méditerranée': 1}"
36,Joliot-Curie,Rennes,"11,9",PSI,"{'Ecole centrale de Lille': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 8, 'ESTP': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 1, 'Ecole Navale': 2}"
38,François Arago,Perpignan,"11,8",PSI,"{'Mines Paris': 1, 'CentraleSupélec': 3, 'Centrale Nantes': 1, 'IMT Atlantique': 1, 'Enseeiht': 2, 'Arts et Métiers': 3}"
39,Buffon,Paris 15e,"11,7",PSI,"{'CentraleSupélec': 1, 'Centrale Nantes': 1, 'Phelma': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 4, 'ESTP': 1, 'Ensta Bretagne': 1}"
40,Gay-Lussac,Limoges,"11,6",PSI,"{'Isae-Supaero': 1, 'Centrale Nantes': 1, 'Phelma': 1, 'Enseeiht': 3, 'Arts et Métiers': 7}"
40,Jean Perrin,Marseille 10e,"11,6",PSI,"{'Télécom Paris': 1, 'Centrale Nantes': 1, 'Mines Nancy': 1, 'Enac': 2, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 3}"
40,Jeanne d'Albret,Saint-Germain-en-Laye,"11,6",PSI,"{'Ponts ParisTech': 1, 'Mines Nancy': 2, 'Enseeiht': 1, 'Télécom SudParis': 1, 'Arts et Métiers': 3, 'ESTP': 2, 'Centrale Méditerranée': 2, 'ESM Saint-Cyr': 3}"
40,Kléber,Strasbourg,"11,6",PSI,"{'CentraleSupélec': 1, 'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ensta Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 3, 'Centrale Nantes': 1, 'Ecole centrale de Lille': 4, 'IMT Atlantique': 4, 'Phelma': 1, 'Enseeiht': 1, 'Arts et Métiers': 9, 'ESTP': 1, 'Ensta Bretagne': 2, 'Centrale Méditerranée': 2}"
44,Blaise Pascal,Clermont-Ferrand,"11,5",PSI,"{'CentraleSupélec': 2, 'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Phelma': 1, 'Arts et Métiers': 1}"
44,Jules Ferry,Versailles,"11,5",PSI,"{'ENS Paris-Saclay': 1, 'CentraleSupélec': 1, 'Phelma': 1, 'Enseeiht': 1, 'Arts et Métiers': 1, 'ESTP': 2, 'Ensta Bretagne': 1, 'Ecole Navale': 2}"
46,Fabert,Metz,"11,4",PSI,"{'Isae-Supaero': 1, 'Ecole centrale de Lille': 2, 'Phelma': 2, 'Enseeiht': 1, 'Arts et Métiers': 3, 'ESTP': 3}"
46,Henri Loritz,Nancy,"11,4",PSI,"{'Ponts ParisTech': 1, 'Télécom Paris': 1, 'Ecole centrale de Lyon': 2, 'Isae-Supaero': 1, 'Ensae': 1, 'Centrale Nantes': 1, 'Mines Nancy': 1, 'Enac': 1, 'Ensimag': 1, 'Phelma': 1, 'Enseeiht': 2, 'Arts et Métiers': 2, 'Centrale Méditerranée': 2, ""Ecole de l'Air et de l'Espace"": 1}"
46,Louis de Cormontaigne,Metz,"11,4",PSI,"{'ENS Paris-Saclay': 1, 'Ecole centrale de Lyon': 1, 'Enac': 1, 'ESTP': 1}"
46,Masséna,Nice,"11,4",PSI,"{'Isae-Supaero': 1, 'Centrale Nantes': 3, 'IMT Atlantique': 3, 'Enac': 1, 'Arts et Métiers': 1, 'ESTP': 2, 'Centrale Méditerranée': 1}"
46,Paul Cézanne,Aix-en-Provence,"11,4",PSI,"{'Ensta Paris': 1, 'Ecole centrale de Lyon': 1, 'Isae-Supaero': 1, 'Centrale Nantes': 2, 'Phelma': 2, 'Arts et Métiers': 3}"
46,Paul Valéry,Paris 12e,"11,4",PSI,"{'Arts et Métiers': 2, 'ESTP': 9, 'Centrale Méditerranée': 2}"
52,Dupuy de Lôme,Lorient,"11,3",PSI,"{'Ecole centrale de Lyon': 1, 'Centrale Nantes': 1, 'Phelma': 1, 'Arts et Métiers': 1, 'ESTP': 3, 'Ensta Bretagne': 3}"
52,Jacques Decour,Paris 9e,"11,3",PSI,"{'Isae-Supaero': 1, 'IMT Atlantique': 3, 'Phelma': 1, 'Enseeiht': 1, 'Télécom SudParis': 2, 'Arts et Métiers': 7, 'ESTP': 5, 'Centrale Méditerranée': 1, ""Ecole de l'Air et de l'Espace"": 1}"
54,Leconte de Lisle,Saint-Denis,"11,2",PSI,"{'ENS Paris-Saclay': 1, 'Isae-Supaero': 1, 'Mines Saint-Etienne (via concours Mines-Ponts)': 2, 'Ensimag': 1, 'ESTP': 1}"
54,Pierre-Gilles de Gennes,Paris 13e,"11,2",PSI,"{'CentraleSupélec': 2, 'Arts et Métiers': 1, 'ESTP': 5, 'Ensta Bretagne': 1}"
56,Albert Châtelet,Douai,"11,1",PSI,"{'Ecole centrale de Lyon': 1, 'Ecole centrale de Lille': 1, 'Enseeiht': 3, 'Arts et Métiers': 2, 'Centrale Méditerranée': 1, 'Ecole Navale': 1}"
